Event ID,Ticket ID,Ticket Type,Ticket Price,Ticket Availability,Ticket Sales Start Date,Ticket Sales End Date,Attendee Name,Attendee Contact Information,Attendee Age,Attendee Gender,Attendee Location,Check-in Status,Event Name,Event Type,Event Date,Event Time,Event Description,Event Organizer,Event Duration
2,3170,Pre Sold,5500,53,8/13/2024,8/15/2024,Nicole Simpson,srodriguez@example.net,51,Male,Manueltown,Checked In,Machine learning,Workshop,8/4/2024,17:10:10,Method clear way specific seek charge always. Style identify follow admit seven also white.,Fischer-Green,4
8,3739,General,8500,200,7/18/2024,8/18/2024,Brenda Ryan,badams@example.com,32,Female,Dianaberg,Not Checked In,Future Shapers,Seminar,8/11/2024,19:58:35,Rise say every only. Today recognize positive rest protect.,Owens Group,4
6,4497,General,7500,51,8/18/2024,9/20/2024,George Weaver,hectorhahn@example.net,48,Female,Tinaport,Checked In,Google IO,Conference,9/17/2024,16:40:27,Score might value surface. Option onto act part run.,"Dominguez, Walters and Cooper",7
2,7020,Pre Sold,5500,150,7/19/2024,8/26/2024,Kelly Hernandez,fthompson@example.com,44,Female,Troyville,Not Checked In,Machine learning,Workshop,8/4/2024,17:10:10,Method clear way specific seek charge always. Style identify follow admit seven also white.,Fischer-Green,4
5,7711,VIP,5000,24,7/29/2024,9/23/2024,Jennifer Montoya,mcintyrecarrie@example.org,47,Female,South Sherribury,Checked In,Green Fiesta,Concert,8/30/2024,10:20:35,Music already official follow treatment yes. Exactly pressure general break.,White Group,4
1,8382,Pre Sold,4000,114,7/21/2024,7/27/2024,Stephen Cline,nicholas93@example.net,64,Female,Port Heather,Checked In,Astral Affair,Conference,8/25/2024,10:24:12,Likely charge admit result recent dog. Although manager staff require democratic.,"Oneal, Colon and White",5
7,4296,General,4000,110,8/18/2024,9/2/2024,Lauren Ramos,tscott@example.net,41,Male,South Jennifer,Checked In,Mathletes,Workshop,9/17/2024,0:33:27,Human dream to dog woman. Energy cause best feeling guess week improve.,"Blanchard, Montoya and Allen",7
3,3051,Pre Sold,4500,40,8/7/2024,8/13/2024,Kathleen Osborne,alandavis@example.com,50,Male,West Toddborough,Checked In,Artificial intelligence,Seminar,8/11/2024,2:17:31,Especially will million final maintain course production. Ball happy approach in well sea.,Duke Inc,8
1,9022,VIP,8000,288,8/13/2024,8/25/2024,April Smith MD,melanie80@example.com,38,Male,West Holly,Checked In,Astral Affair,Conference,8/25/2024,10:24:12,Likely charge admit result recent dog. Although manager staff require democratic.,"Oneal, Colon and White",5
1,4573,Pre Sold,4000,487,8/14/2024,10/1/2024,Katherine Andrews,ythompson@example.com,52,Male,Port Mckenzie,Not Checked In,Astral Affair,Conference,8/25/2024,10:24:12,Likely charge admit result recent dog. Although manager staff require democratic.,"Oneal, Colon and White",5
5,4690,Pre Sold,2000,420,7/23/2024,8/16/2024,Breanna Jones,tuckerdavid@example.net,38,Female,Hickston,Not Checked In,Green Fiesta,Concert,8/30/2024,10:20:35,Music already official follow treatment yes. Exactly pressure general break.,White Group,4
1,3395,General,5000,472,7/18/2024,7/30/2024,Stephanie Suarez,yvonne19@example.org,41,Male,Triciashire,Checked In,Astral Affair,Conference,8/25/2024,10:24:12,Likely charge admit result recent dog. Although manager staff require democratic.,"Oneal, Colon and White",5
4,4954,Pre Sold,5000,164,7/23/2024,8/3/2024,Emily Pittman,bradley47@example.com,64,Female,Sharonborough,Checked In,Victory Dash,Sports,8/19/2024,0:31:51,Red policy red energy day manager. South attention seem close.,Graham-Espinoza,8
3,7700,General,5500,98,8/25/2024,9/13/2024,Nathan Berry,cbooth@example.com,58,Female,Port Nancyburgh,Checked In,Artificial intelligence,Seminar,8/11/2024,2:17:31,Especially will million final maintain course production. Ball happy approach in well sea.,Duke Inc,8
2,2704,General,6500,216,8/14/2024,9/14/2024,James Carrillo,sbell@example.org,61,Female,New Joshua,Checked In,Machine learning,Workshop,8/4/2024,17:10:10,Method clear way specific seek charge always. Style identify follow admit seven also white.,Fischer-Green,4
5,4208,VIP,5000,310,8/20/2024,9/13/2024,James Gentry,romerobryan@example.org,22,Female,New Laurie,Not Checked In,Green Fiesta,Concert,8/30/2024,10:20:35,Music already official follow treatment yes. Exactly pressure general break.,White Group,4
7,8085,Pre Sold,3000,292,8/27/2024,9/1/2024,Andrew Gonzalez,vthompson@example.com,18,Female,Stewartton,Not Checked In,Mathletes,Workshop,9/17/2024,0:33:27,Human dream to dog woman. Energy cause best feeling guess week improve.,"Blanchard, Montoya and Allen",7
5,3353,General,3000,91,7/28/2024,10/2/2024,Richard Hernandez,christopherfox@example.org,29,Male,North Jeremy,Checked In,Green Fiesta,Concert,8/30/2024,10:20:35,Music already official follow treatment yes. Exactly pressure general break.,White Group,4
8,9431,VIP,10000,215,8/31/2024,9/25/2024,Susan Henson,jcooper@example.com,44,Male,Isabellafurt,Checked In,Future Shapers,Seminar,8/11/2024,19:58:35,Rise say every only. Today recognize positive rest protect.,Owens Group,4
3,6182,Pre Sold,4500,65,8/2/2024,9/20/2024,Julie Kemp,jamie41@example.com,33,Male,North Grantport,Checked In,Artificial intelligence,Seminar,8/11/2024,2:17:31,Especially will million final maintain course production. Ball happy approach in well sea.,Duke Inc,8
3,6373,General,5500,5,8/9/2024,9/16/2024,Louis Evans,raymondgibson@example.org,39,Female,Petersonville,Checked In,Artificial intelligence,Seminar,8/11/2024,2:17:31,Especially will million final maintain course production. Ball happy approach in well sea.,Duke Inc,8
2,7438,General,6500,113,8/19/2024,9/4/2024,Tina Payne,lacey56@example.net,52,Female,Port John,Checked In,Machine learning,Workshop,8/4/2024,17:10:10,Method clear way specific seek charge always. Style identify follow admit seven also white.,Fischer-Green,4
5,7643,Pre Sold,2000,184,7/5/2024,9/9/2024,Sophia Reyes,patrickhall@example.org,38,Male,Port Matthew,Not Checked In,Green Fiesta,Concert,8/30/2024,10:20:35,Music already official follow treatment yes. Exactly pressure general break.,White Group,4
2,6766,Pre Sold,5500,235,8/19/2024,9/18/2024,Steven Dixon,douglas59@example.org,20,Female,Obrienshire,Checked In,Machine learning,Workshop,8/4/2024,17:10:10,Method clear way specific seek charge always. Style identify follow admit seven also white.,Fischer-Green,4
8,4453,VIP,10000,214,8/24/2024,9/14/2024,Jeffrey Johns,gonzalezsherry@example.net,34,Female,Lake Christopher,Checked In,Future Shapers,Seminar,8/11/2024,19:58:35,Rise say every only. Today recognize positive rest protect.,Owens Group,4
7,6571,General,4000,325,8/16/2024,9/21/2024,Steven Ramsey,gary47@example.org,32,Female,North Rebekah,Not Checked In,Mathletes,Workshop,9/17/2024,0:33:27,Human dream to dog woman. Energy cause best feeling guess week improve.,"Blanchard, Montoya and Allen",7
2,8749,Pre Sold,5500,379,8/14/2024,8/20/2024,Jennifer Black,wrightmatthew@example.org,47,Male,East Melindafort,Not Checked In,Machine learning,Workshop,8/4/2024,17:10:10,Method clear way specific seek charge always. Style identify follow admit seven also white.,Fischer-Green,4
4,3426,General,6000,45,7/6/2024,9/27/2024,Jordan Miller,lmorales@example.net,35,Female,Tylerland,Checked In,Victory Dash,Sports,8/19/2024,0:31:51,Red policy red energy day manager. South attention seem close.,Graham-Espinoza,8
4,7176,Pre Sold,5000,377,7/17/2024,10/1/2024,Adam Russell,igarcia@example.org,28,Male,West Ashley,Not Checked In,Victory Dash,Sports,8/19/2024,0:31:51,Red policy red energy day manager. South attention seem close.,Graham-Espinoza,8
7,7587,Pre Sold,3000,465,7/28/2024,8/24/2024,John King,rodriguezgeorge@example.net,67,Male,Terryborough,Not Checked In,Mathletes,Workshop,9/17/2024,0:33:27,Human dream to dog woman. Energy cause best feeling guess week improve.,"Blanchard, Montoya and Allen",7
5,4296,VIP,5000,225,8/21/2024,9/29/2024,Angela Perkins,miguel34@example.net,29,Male,Melaniefurt,Not Checked In,Green Fiesta,Concert,8/30/2024,10:20:35,Music already official follow treatment yes. Exactly pressure general break.,White Group,4
8,8746,VIP,10000,222,8/19/2024,9/20/2024,Robin Thompson,pcabrera@example.org,57,Female,Jenniferberg,Checked In,Future Shapers,Seminar,8/11/2024,19:58:35,Rise say every only. Today recognize positive rest protect.,Owens Group,4
2,7911,Pre Sold,5500,285,7/17/2024,8/6/2024,Thomas Arnold,gilbertedward@example.org,30,Female,New Juliaport,Not Checked In,Machine learning,Workshop,8/4/2024,17:10:10,Method clear way specific seek charge always. Style identify follow admit seven also white.,Fischer-Green,4
5,8211,Pre Sold,2000,451,7/6/2024,7/19/2024,Amber Gordon,torresangelica@example.com,20,Female,Irwinside,Not Checked In,Green Fiesta,Concert,8/30/2024,10:20:35,Music already official follow treatment yes. Exactly pressure general break.,White Group,4
7,9255,Pre Sold,3000,344,7/22/2024,8/17/2024,Justin Hicks,kylestone@example.net,24,Male,North Stacey,Checked In,Mathletes,Workshop,9/17/2024,0:33:27,Human dream to dog woman. Energy cause best feeling guess week improve.,"Blanchard, Montoya and Allen",7
1,4204,General,5000,26,7/5/2024,8/1/2024,Kathy Smith,lanedeanna@example.net,29,Female,East Gary,Not Checked In,Astral Affair,Conference,8/25/2024,10:24:12,Likely charge admit result recent dog. Although manager staff require democratic.,"Oneal, Colon and White",5
3,8711,General,5500,247,7/29/2024,8/27/2024,Samantha Flores,jessicathompson@example.net,26,Male,New Jillian,Not Checked In,Artificial intelligence,Seminar,8/11/2024,2:17:31,Especially will million final maintain course production. Ball happy approach in well sea.,Duke Inc,8
7,6882,General,4000,500,7/13/2024,8/23/2024,Scott Haas,dayala@example.com,28,Male,New Aprilland,Checked In,Mathletes,Workshop,9/17/2024,0:33:27,Human dream to dog woman. Energy cause best feeling guess week improve.,"Blanchard, Montoya and Allen",7
2,7848,VIP,8500,42,8/11/2024,9/5/2024,Dale Evans,clifford14@example.com,56,Male,Mcgeetown,Checked In,Machine learning,Workshop,8/4/2024,17:10:10,Method clear way specific seek charge always. Style identify follow admit seven also white.,Fischer-Green,4
3,7552,General,5500,413,8/1/2024,8/3/2024,Raymond Carroll,amyrubio@example.net,39,Female,Robinsonside,Checked In,Artificial intelligence,Seminar,8/11/2024,2:17:31,Especially will million final maintain course production. Ball happy approach in well sea.,Duke Inc,8
4,5910,Pre Sold,5000,260,8/4/2024,8/20/2024,Mary Keller,ahutchinson@example.net,26,Male,Leeburgh,Checked In,Victory Dash,Sports,8/19/2024,0:31:51,Red policy red energy day manager. South attention seem close.,Graham-Espinoza,8
8,5915,General,8500,101,8/20/2024,9/6/2024,Nicole Henry,jerrylogan@example.net,32,Male,South Lindseyhaven,Checked In,Future Shapers,Seminar,8/11/2024,19:58:35,Rise say every only. Today recognize positive rest protect.,Owens Group,4
2,9013,Pre Sold,5500,246,8/30/2024,9/20/2024,Ethan Randolph,millershelby@example.org,27,Male,Michaelside,Not Checked In,Machine learning,Workshop,8/4/2024,17:10:10,Method clear way specific seek charge always. Style identify follow admit seven also white.,Fischer-Green,4
2,3253,Pre Sold,5500,171,7/30/2024,8/5/2024,Dylan Nielsen,michellearcher@example.org,44,Male,Hughesview,Not Checked In,Machine learning,Workshop,8/4/2024,17:10:10,Method clear way specific seek charge always. Style identify follow admit seven also white.,Fischer-Green,4
7,4389,Pre Sold,3000,365,7/23/2024,8/12/2024,Mary Williamson,philip71@example.net,70,Male,Rogerston,Checked In,Mathletes,Workshop,9/17/2024,0:33:27,Human dream to dog woman. Energy cause best feeling guess week improve.,"Blanchard, Montoya and Allen",7
6,7147,General,7500,484,8/6/2024,10/1/2024,Gabriel Hansen,esimon@example.org,35,Female,West Alanfurt,Not Checked In,Google IO,Conference,9/17/2024,16:40:27,Score might value surface. Option onto act part run.,"Dominguez, Walters and Cooper",7
7,9131,General,4000,416,8/19/2024,8/31/2024,Natalie Jennings,donna88@example.com,40,Male,Wolfmouth,Not Checked In,Mathletes,Workshop,9/17/2024,0:33:27,Human dream to dog woman. Energy cause best feeling guess week improve.,"Blanchard, Montoya and Allen",7
5,7795,General,3000,499,8/3/2024,8/10/2024,David Turner,robert68@example.com,55,Female,Riddleborough,Not Checked In,Green Fiesta,Concert,8/30/2024,10:20:35,Music already official follow treatment yes. Exactly pressure general break.,White Group,4
6,6997,Pre Sold,6500,379,8/10/2024,9/9/2024,Michael Bowen,charlesbullock@example.net,32,Female,Port Robertoport,Not Checked In,Google IO,Conference,9/17/2024,16:40:27,Score might value surface. Option onto act part run.,"Dominguez, Walters and Cooper",7
2,7908,VIP,8500,20,7/24/2024,9/6/2024,Melissa Bishop,bryan01@example.org,56,Female,New Jessica,Not Checked In,Machine learning,Workshop,8/4/2024,17:10:10,Method clear way specific seek charge always. Style identify follow admit seven also white.,Fischer-Green,4
7,6521,Pre Sold,3000,450,8/7/2024,9/19/2024,Jeffrey Taylor PhD,deborah80@example.com,22,Male,Johnshire,Not Checked In,Mathletes,Workshop,9/17/2024,0:33:27,Human dream to dog woman. Energy cause best feeling guess week improve.,"Blanchard, Montoya and Allen",7
2,7342,VIP,8500,137,8/9/2024,9/16/2024,Judith Wells,brycemyers@example.org,41,Male,New Tanya,Not Checked In,Machine learning,Workshop,8/4/2024,17:10:10,Method clear way specific seek charge always. Style identify follow admit seven also white.,Fischer-Green,4
2,7998,General,6500,193,7/8/2024,9/23/2024,Terry Bailey,christine69@example.com,23,Male,North Margaret,Checked In,Machine learning,Workshop,8/4/2024,17:10:10,Method clear way specific seek charge always. Style identify follow admit seven also white.,Fischer-Green,4
8,6333,General,8500,74,8/24/2024,9/16/2024,William Cooke,lbrown@example.net,35,Male,Port Devinview,Checked In,Future Shapers,Seminar,8/11/2024,19:58:35,Rise say every only. Today recognize positive rest protect.,Owens Group,4
1,3375,Pre Sold,4000,91,9/1/2024,9/10/2024,Kenneth Acosta,crosskenneth@example.com,70,Male,Victoriatown,Checked In,Astral Affair,Conference,8/25/2024,10:24:12,Likely charge admit result recent dog. Although manager staff require democratic.,"Oneal, Colon and White",5
5,7295,General,3000,215,7/17/2024,10/1/2024,Michael Chambers,xmoss@example.com,48,Male,Jenniferborough,Not Checked In,Green Fiesta,Concert,8/30/2024,10:20:35,Music already official follow treatment yes. Exactly pressure general break.,White Group,4
5,7514,General,3000,369,7/24/2024,9/11/2024,Sarah Rodriguez,angelawilliams@example.net,58,Female,Port Saraton,Not Checked In,Green Fiesta,Concert,8/30/2024,10:20:35,Music already official follow treatment yes. Exactly pressure general break.,White Group,4
1,8558,General,5000,240,8/22/2024,8/25/2024,Andrew Bryan,hollysuarez@example.org,21,Female,East David,Not Checked In,Astral Affair,Conference,8/25/2024,10:24:12,Likely charge admit result recent dog. Although manager staff require democratic.,"Oneal, Colon and White",5
8,6285,Pre Sold,7500,455,8/11/2024,8/15/2024,Nicholas Huang,wbell@example.org,53,Male,East Melissa,Checked In,Future Shapers,Seminar,8/11/2024,19:58:35,Rise say every only. Today recognize positive rest protect.,Owens Group,4
6,2643,VIP,9500,228,8/12/2024,9/10/2024,Michael Fox,sheatina@example.net,53,Female,Lake Frankhaven,Checked In,Google IO,Conference,9/17/2024,16:40:27,Score might value surface. Option onto act part run.,"Dominguez, Walters and Cooper",7
2,7250,General,6500,470,8/25/2024,9/21/2024,Lauren Johnson,greenchristopher@example.com,65,Female,Schneiderland,Not Checked In,Machine learning,Workshop,8/4/2024,17:10:10,Method clear way specific seek charge always. Style identify follow admit seven also white.,Fischer-Green,4
8,4970,General,8500,396,8/30/2024,9/30/2024,Robert Mcconnell,richardsonamanda@example.org,35,Male,Thomasshire,Checked In,Future Shapers,Seminar,8/11/2024,19:58:35,Rise say every only. Today recognize positive rest protect.,Owens Group,4
2,6666,General,6500,364,7/19/2024,8/10/2024,Richard Elliott,katherine42@example.org,51,Female,Wadefurt,Checked In,Machine learning,Workshop,8/4/2024,17:10:10,Method clear way specific seek charge always. Style identify follow admit seven also white.,Fischer-Green,4
7,6405,General,4000,59,7/7/2024,7/18/2024,Phillip Sheppard,kimberly99@example.net,20,Male,Port Danielle,Not Checked In,Mathletes,Workshop,9/17/2024,0:33:27,Human dream to dog woman. Energy cause best feeling guess week improve.,"Blanchard, Montoya and Allen",7
1,4624,Pre Sold,4000,61,8/22/2024,8/24/2024,Melissa Porter,lopezmonica@example.com,20,Female,Stephanieburgh,Checked In,Astral Affair,Conference,8/25/2024,10:24:12,Likely charge admit result recent dog. Although manager staff require democratic.,"Oneal, Colon and White",5
7,4868,General,4000,254,9/2/2024,9/27/2024,Chelsey Herrera,jonathan41@example.com,65,Male,New Cynthia,Not Checked In,Mathletes,Workshop,9/17/2024,0:33:27,Human dream to dog woman. Energy cause best feeling guess week improve.,"Blanchard, Montoya and Allen",7
